Scenario,RL_IAE,LQR_IAE,PP_IAE,RL_ISE,LQR_ISE,PP_ISE,RL_SSE,LQR_SSE,PP_SSE,RL_ControlEnergy,LQR_ControlEnergy,PP_ControlEnergy,RL_RiseTime,LQR_RiseTime,PP_RiseTime,RL_SettlingTime,LQR_SettlingTime,PP_SettlingTime,RL_Overshoot,LQR_Overshoot,PP_Overshoot
ramp,0.429455579300133,0.123163704688783,1.28415456922848,0.534286087304803,0.0303712746014547,3.33908432070011,0.876811683469356,0.246848114547987,2.63355074602846,105.884099215028,69.0241586259862,66.3617592750185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sine,15.0584170415294,14.412772010008,14.876298063844,1074.19143708758,1071.94529299036,1073.18744447211,1.40565191654809,0.310145211509777,3.23141069762035,159.708366474597,159.647699978788,153.099031607311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
step_load_disturbance,11.7457181901677,11.2391518189535,11.3806340471433,741.428356626223,740.420468025743,740.549294825857,1.95863175359551,0.0433820197289805,0.462799720095262,141.529305674776,138.838427630495,136.038912820929,0.183242905583532,0.183242905583532,0.183242905583532,0.226209923978041,0.226209923978041,0.23163421957452,1.95932827380576,0,0
step_nominal,11.7754890354124,11.2116173248389,11.2428777139759,741.476191293404,740.293814941261,740.34759087332,2.11346134892216,8.5265128291212e-14,5.33731281393557e-10,136.111479727552,133.671865384492,131.108180404594,0.182815251325106,0.182815251325106,0.182815251325106,NaN,0.223984380988532,0.228036780687073,2.1143593652992,0,0
