controller,family,seed,condition,scenario,IAE,ISE,SSE,ControlEnergy,SaturationFraction
Residual SAC-LQR,RL hybrid,5.0,nominal,step_nominal,12.380165273389212,811.4291322353912,0.7546366433226268,142.54164234304122,0.4810379241516966
Residual SAC-LQR,RL hybrid,5.0,nominal,step_load_disturbance,12.347749277689784,811.8035506584348,0.6361690831806328,148.06011671217527,0.4830339321357285
Residual SAC-LQR,RL hybrid,5.0,nominal,ramp,0.2325159576424427,0.1224875915368382,0.3524924141904506,69.43002604265365,0.0
Residual SAC-LQR,RL hybrid,5.0,nominal,sine,15.676982746026075,1171.731620307556,0.8124008032703358,161.38371146032347,0.4870259481037924
Residual SAC-LQR,RL hybrid,5.0,ra_plus_50,step_nominal,16.919855066717727,1108.8066615217308,0.828061570176942,198.27206757481625,0.6726546906187625
Residual SAC-LQR,RL hybrid,5.0,ra_plus_50,step_load_disturbance,17.26254530735315,1119.4402654705157,0.5176772029822132,212.7849745546525,0.7065868263473054
Residual SAC-LQR,RL hybrid,5.0,ra_plus_50,ramp,0.5446285037072224,0.6055285827363006,1.002896248658388,141.60228505910436,0.0
Residual SAC-LQR,RL hybrid,5.0,ra_plus_50,sine,19.66137581299986,1545.8663200064257,1.5768022980844163,201.1602827735506,0.5888223552894212
Residual SAC-LQR,RL hybrid,5.0,j_plus_50,step_nominal,18.37308396681216,1216.1855407606108,0.8340772056465227,211.82628803822763,0.720558882235529
Residual SAC-LQR,RL hybrid,5.0,j_plus_50,step_load_disturbance,18.6915416953921,1226.8262453543607,0.6352458556211928,222.04142196124937,0.7465069860279441
Residual SAC-LQR,RL hybrid,5.0,j_plus_50,ramp,0.5874710158396566,0.7346807675769148,1.023573129712105,142.60339029010797,0.0
Residual SAC-LQR,RL hybrid,5.0,j_plus_50,sine,20.795074973988797,1666.191447325526,1.5936370267093167,207.430996875166,0.6147704590818364
Residual SAC-LQR,RL hybrid,5.0,friction,step_nominal,12.627219205627082,829.0866766971172,0.6932006802528576,146.3057539734467,0.4910179640718562
Residual SAC-LQR,RL hybrid,5.0,friction,step_load_disturbance,12.607266723837926,829.6463334524359,0.5751749811057323,152.4652415884611,0.4950099800399201
Residual SAC-LQR,RL hybrid,5.0,friction,ramp,0.2600762128926305,0.1489834949139349,0.4115888453873708,74.68196734754625,0.0
Residual SAC-LQR,RL hybrid,5.0,friction,sine,15.929838148852271,1196.2913171873893,0.871581244116058,163.5117612424752,0.4930139720558882
Residual SAC-LQR,RL hybrid,5.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,5.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,5.0,saturation,ramp,3.0631834560547406,21.61261236117536,10.217020720662404,268.79964323367943,0.8782435129740519
Residual SAC-LQR,RL hybrid,5.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,5.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,5.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,5.0,combined_stress,ramp,5.704584818647123,81.8560869124976,21.721648906833224,275.6630661669233,0.9261477045908184
Residual SAC-LQR,RL hybrid,5.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,nominal,step_nominal,12.335662483120108,811.375747760425,0.2364130936548463,141.57934623531904,0.4750499001996008
Residual SAC-LQR,RL hybrid,6.0,nominal,step_load_disturbance,12.396770805794812,811.8602328071569,0.5762887511806412,147.96045911441993,0.4810379241516966
Residual SAC-LQR,RL hybrid,6.0,nominal,ramp,0.2632977429860106,0.1681797605694436,0.8649262054645988,68.05382729998212,0.0
Residual SAC-LQR,RL hybrid,6.0,nominal,sine,15.621627371065424,1171.5737865038996,0.93775815459486,161.61755189728996,0.4850299401197604
Residual SAC-LQR,RL hybrid,6.0,ra_plus_50,step_nominal,16.885660346278613,1108.7645693410798,0.377333916364492,197.04847141117924,0.6646706586826348
Residual SAC-LQR,RL hybrid,6.0,ra_plus_50,step_load_disturbance,17.27934632168571,1119.456901976221,0.5549651530629234,212.9156349432683,0.7045908183632734
Residual SAC-LQR,RL hybrid,6.0,ra_plus_50,ramp,0.5831907556800784,0.7169332043294584,1.5438374147439902,138.88750506975825,0.0
Residual SAC-LQR,RL hybrid,6.0,ra_plus_50,sine,19.61867420581771,1545.7500804375215,1.711675908332225,201.29183431800823,0.5888223552894212
Residual SAC-LQR,RL hybrid,6.0,j_plus_50,step_nominal,18.34206766882743,1216.1480222432845,0.3798674740506556,210.4995632639909,0.7125748502994012
Residual SAC-LQR,RL hybrid,6.0,j_plus_50,step_load_disturbance,18.704647176065595,1226.841389279406,0.6770646268457625,222.2546495514384,0.7445109780439122
