controller,mean_iae,std_iae,mean_ise,std_ise,mean_control_energy,std_control_energy,mean_steady_state_error,mean_rise_time,mean_settling_time,mean_overshoot_pct,mean_saturation_fraction
Hinf_state_feedback,15.60399633145979,10.137313345948954,1085.3514674880175,778.5566524451369,203.53558069873432,70.35050290084575,6.406183798320542,0.35749999999997695,0.31208333333331256,-9.864146810080497,0.6214166666666666
LQR,15.713659263319409,10.015373218281752,1086.0530273446955,777.6521106785549,202.09967472685673,70.19404213858117,6.732753952058215,0.3587857142856911,0.37037499999997414,-10.150703383701758,0.6146666666666667
MPC_linear_clipped,15.738113862472922,9.988238798843682,1086.2306333783151,777.4252105257005,201.77968309896724,70.16561288299222,6.805294674336166,0.34815384615382416,0.3705416666666408,-10.21501960359422,0.6131666666666666
PID,19.808394722633363,6.296995733297178,1217.5785589517748,644.2893486905419,147.28196817740852,72.44093525881252,16.92823833503164,0.38574999999997384,0.4983333333332947,-20.07857578442148,0.27675
TD3_loaded,20.318406430444615,10.653320160348807,1417.9384238741557,923.8717581847973,148.25790960398493,26.02948618461493,20.017120822991775,0.36571428571426173,0.49429166666662855,-8.875305798711997,0.06175
LQI,21.91148977142551,5.289737736970527,1356.541794719328,597.5481745259281,141.67989245857268,93.6237185312819,23.220066169812515,0.49199999999996213,0.4999999999999612,-26.71234434181423,0.34933333333333333
