seed,condition,scenario,IAE,ISE,SSE,ControlEnergy,MeanAbsVoltage,MaxAbsVoltage,NearSaturationFraction,SaturationFraction,RiseTime,SettlingTime,Overshoot,dt
0,nominal,step_nominal,14.29663260355571,890.077761568707,8.150329403791673,126.7127978344771,14.473721838951338,24.0,0.2694610778443114,0.16766467065868262,0.22699999999998824,,8.150329403791673,0.0010000000000000002
0,nominal,step_load_disturbance,14.708680930989386,893.7030238691002,10.924936967364346,137.72312868760076,14.899932319641326,24.0,0.36327345309381237,0.2055888223552894,0.21099999999999,,11.872448873334648,0.0010000000000000002
0,nominal,ramp,6.788965374083192,151.4621070687839,32.38399235497049,123.1653393846,15.458447217941162,23.99892807006836,0.001996007984031936,0.001996007984031936,,,,0.0010000000000000002
0,nominal,sine,19.137420178526646,1364.1008850577869,16.786850698042457,150.02402927884853,16.22503237056742,23.88483238220215,0.2834331337325349,0.11776447105788423,,,,0.0010000000000000002
0,ra_plus_50,step_nominal,22.952067426541173,1506.350393039955,7.309197604805604,165.51406921330383,18.149354555130003,19.97911262512207,0.0,0.0,0.3689999999999702,,7.309197604805603,0.0010000000000000002
0,ra_plus_50,step_load_disturbance,22.446202491303822,1485.2446010325452,6.667921675634403,211.72667383223728,20.127094707965785,23.989742279052734,0.47904191616766467,0.4491017964071856,0.34399999999997294,,9.108774776458873,0.0010000000000000002
0,ra_plus_50,ramp,2.332959950655368,16.5475115430581,11.303063550893356,180.1818526324752,18.710684038162064,23.99892807006836,0.37524950099800397,0.001996007984031936,,,,0.0010000000000000002
0,ra_plus_50,sine,26.02442216089864,2169.380369667276,3.878204399538504,162.65651243058755,17.440568834304784,23.957477569580078,0.16167664670658682,0.12375249500998003,,,,0.0010000000000000002
0,j_plus_50,step_nominal,23.38775714149134,1497.7434976022146,0.6450482873719068,147.41060231484624,17.074553863525445,20.691518783569336,0.015968063872255488,0.0,0.402999999999967,0.4869999999999627,0.6450482873719068,0.0010000000000000002
0,j_plus_50,step_load_disturbance,22.176827952391566,1452.2720949753846,8.892624824062324,207.74310361341594,20.020509246826133,23.991920471191406,0.43912175648702595,0.3712574850299401,0.3449999999999734,,10.262465978237586,0.0010000000000000002
0,j_plus_50,ramp,1.4738457234989233,5.718323026657101,6.415690847478842,164.07548610617525,17.889954284667827,23.99892807006836,0.10379241516966067,0.001996007984031936,,,,0.0010000000000000002
0,j_plus_50,sine,24.89515986460719,2111.283365383209,0.18095005057732294,147.32296018453468,16.86843336486809,23.881027221679688,0.1317365269461078,0.027944111776447105,,,,0.0010000000000000002
0,friction,step_nominal,14.630191684494871,912.4292143847309,8.065306123696061,129.64169973849744,14.770274897575591,24.0,0.2714570858283433,0.16766467065868262,0.2319999999999876,,8.783635380053013,0.0010000000000000002
0,friction,step_load_disturbance,14.889263006496307,913.5464594099357,10.032615743983044,141.57404299669633,15.243718537330825,24.0,0.3772455089820359,0.21756487025948104,0.21499999999998948,,11.601210735540931,0.0010000000000000002
0,friction,ramp,6.343946361516646,135.7057926947941,30.98119076216254,127.56962507971605,15.740940362930177,23.99892807006836,0.001996007984031936,0.001996007984031936,,,,0.0010000000000000002
