controller,family,seed,condition,scenario,IAE,ISE,SSE,ControlEnergy,MeanAbsVoltage,SaturationFraction
SAC,RL,3.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,nominal,step_nominal,12.33519432675612,811.3708635465899,0.6056173055775105,141.66050803315736,13.26291460561787,0.4750499001996008
SAC,RL,4.0,nominal,step_load_disturbance,12.400905128382549,811.8634882909963,0.7433448990998244,148.58808335173453,14.367845407009437,0.4870259481037924
SAC,RL,4.0,nominal,ramp,0.3426068078379057,0.2658436416304292,0.6561533654793692,68.5176301503405,11.644377898216204,0.0
SAC,RL,4.0,nominal,sine,15.637527474381136,1171.56776643877,1.059688943787691,161.49811243010856,15.792785271898175,0.4850299401197604
SAC,RL,4.0,ra_plus_50,step_nominal,16.90148374477525,1108.780388818189,0.7106727956247596,197.7483714961321,17.478643094063013,0.6686626746506986
SAC,RL,4.0,ra_plus_50,step_load_disturbance,17.282302158900613,1119.458126492189,0.6297557092986068,213.45712714420017,19.069619729042213,0.7125748502994012
SAC,RL,4.0,ra_plus_50,ramp,0.6286760582607159,0.8250776658255208,1.2601901319488178,140.18947204811357,16.650694018363897,0.0
SAC,RL,4.0,ra_plus_50,sine,19.649375962754245,1545.8266187353684,1.7096138030589998,202.23870446773037,18.516914199233234,0.5888223552894212
SAC,RL,4.0,j_plus_50,step_nominal,18.360259832016308,1216.168376003394,0.719606510598453,210.91291600166812,18.47305777263659,0.7125748502994012
SAC,RL,4.0,j_plus_50,step_load_disturbance,18.70791587251681,1226.8448635197628,0.7433947896258815,222.7280210973156,19.5713978710176,0.7504990019960079
SAC,RL,4.0,j_plus_50,ramp,0.6976656508729424,1.0571745862214526,1.1788932704438793,140.6104362621225,16.659431359291016,0.0
SAC,RL,4.0,j_plus_50,sine,20.79758604872016,1666.2060683842174,1.9330769843180065,207.5204791977469,18.79514012143033,0.6187624750499002
SAC,RL,4.0,friction,step_nominal,12.588390560324154,829.0411483073112,0.5672757681635971,145.42348163930706,13.711166267633772,0.4850299401197604
SAC,RL,4.0,friction,step_load_disturbance,12.660249181324076,829.700278965467,0.6858528227130307,152.99091726291908,14.81440831851989,0.499001996007984
SAC,RL,4.0,friction,ramp,0.3732379546868959,0.3135736465534972,0.7032632787086186,73.85657477638054,12.090268491268112,0.0
SAC,RL,4.0,friction,sine,15.897435646359812,1196.1563795042057,1.127461752427493,163.6346251508226,15.909258380346262,0.4910179640718562
SAC,RL,4.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,saturation,ramp,3.0052922399426625,20.970547094032455,10.115490366473663,265.4972677480173,22.776174880027668,0.846307385229541
SAC,RL,4.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,23.976,0.998003992015968
SAC,RL,4.0,combined_stress,ramp,5.6514339866385015,80.7228626644614,21.624819453392877,274.4237824417908,23.24363686275477,0.9101796407185628
SAC,RL,4.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,nominal,step_nominal,12.380165273389212,811.4291322353912,0.7546366433226268,142.54164234304122,13.28318887734448,0.4810379241516966
SAC,RL,5.0,nominal,step_load_disturbance,12.347749277689784,811.8035506584348,0.6361690831806328,148.06011671217527,14.352675613403632,0.4830339321357285
SAC,RL,5.0,nominal,ramp,0.2325159576424427,0.1224875915368382,0.3524924141904506,69.43002604265365,11.721651992559396,0.0
SAC,RL,5.0,nominal,sine,15.676982746026075,1171.731620307556,0.8124008032703358,161.38371146032347,15.751996708795696,0.4870259481037924
SAC,RL,5.0,ra_plus_50,step_nominal,16.919855066717727,1108.8066615217308,0.828061570176942,198.27206757481625,17.498165024757597,0.6726546906187625
SAC,RL,5.0,ra_plus_50,step_load_disturbance,17.26254530735315,1119.4402654705157,0.5176772029822132,212.7849745546525,19.050726400375527,0.7065868263473054
SAC,RL,5.0,ra_plus_50,ramp,0.5446285037072224,0.6055285827363006,1.002896248658388,141.60228505910436,16.734606246471362,0.0
SAC,RL,5.0,ra_plus_50,sine,19.66137581299986,1545.8663200064257,1.5768022980844163,201.1602827735506,18.38774347920734,0.5888223552894212
SAC,RL,5.0,j_plus_50,step_nominal,18.37308396681216,1216.1855407606108,0.8340772056465227,211.82628803822763,18.495135071277797,0.720558882235529
SAC,RL,5.0,j_plus_50,step_load_disturbance,18.6915416953921,1226.8262453543607,0.6352458556211928,222.04142196124937,19.55031641674056,0.7465069860279441
SAC,RL,5.0,j_plus_50,ramp,0.5874710158396566,0.7346807675769148,1.023573129712105,142.60339029010797,16.729917182683902,0.0
SAC,RL,5.0,j_plus_50,sine,20.795074973988797,1666.191447325526,1.5936370267093167,207.430996875166,18.70768195107596,0.6147704590818364
SAC,RL,5.0,friction,step_nominal,12.627219205627082,829.0866766971172,0.6932006802528576,146.3057539734467,13.729364392280912,0.4910179640718562
SAC,RL,5.0,friction,step_load_disturbance,12.607266723837926,829.6463334524359,0.5751749811057323,152.4652415884611,14.798864327431025,0.4950099800399201
SAC,RL,5.0,friction,ramp,0.2600762128926305,0.1489834949139349,0.4115888453873708,74.68196734754625,12.156898047924004,0.0
SAC,RL,5.0,friction,sine,15.929838148852271,1196.2913171873893,0.871581244116058,163.5117612424752,15.86797826664176,0.4930139720558882
SAC,RL,5.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,saturation,ramp,3.0631834560547406,21.61261236117536,10.217020720662404,268.79964323367943,22.93630535757533,0.8782435129740519
SAC,RL,5.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,23.976,0.998003992015968
SAC,RL,5.0,combined_stress,ramp,5.704584818647123,81.8560869124976,21.721648906833224,275.6630661669233,23.296837565064376,0.9261477045908184
SAC,RL,5.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,nominal,step_nominal,12.335662483120108,811.375747760425,0.2364130936548463,141.57934623531904,13.22513236284291,0.4750499001996008
SAC,RL,6.0,nominal,step_load_disturbance,12.396770805794812,811.8602328071569,0.5762887511806412,147.96045911441993,14.348463453293158,0.4810379241516966
SAC,RL,6.0,nominal,ramp,0.2632977429860106,0.1681797605694436,0.8649262054645988,68.05382729998212,11.627391738891564,0.0
SAC,RL,6.0,nominal,sine,15.621627371065424,1171.5737865038996,0.93775815459486,161.61755189728996,15.830894517779615,0.4850299401197604
SAC,RL,6.0,ra_plus_50,step_nominal,16.885660346278613,1108.7645693410798,0.377333916364492,197.04847141117924,17.425943999529096,0.6646706586826348
SAC,RL,6.0,ra_plus_50,step_load_disturbance,17.27934632168571,1119.456901976221,0.5549651530629234,212.9156349432683,19.05758189439789,0.7045908183632734
SAC,RL,6.0,ra_plus_50,ramp,0.5831907556800784,0.7169332043294584,1.5438374147439902,138.88750506975825,16.60939330673213,0.0
SAC,RL,6.0,ra_plus_50,sine,19.61867420581771,1545.7500804375215,1.711675908332225,201.29183431800823,18.4407163736524,0.5888223552894212
SAC,RL,6.0,j_plus_50,step_nominal,18.34206766882743,1216.1480222432845,0.3798674740506556,210.4995632639909,18.41944728755969,0.7125748502994012
SAC,RL,6.0,j_plus_50,step_load_disturbance,18.704647176065595,1226.841389279406,0.6770646268457625,222.2546495514384,19.557679524898678,0.7445109780439122
SAC,RL,6.0,j_plus_50,ramp,0.5997255280441852,0.7596308301257275,1.6036436700977674,138.71975008843754,16.599297307968094,0.0
SAC,RL,6.0,j_plus_50,sine,20.75326552138084,1666.1003412220743,1.715365720578987,207.27906102300912,18.769456464119425,0.6147704590818364
SAC,RL,6.0,friction,step_nominal,12.5860491010005,829.0426169644675,0.1882434779580961,145.31507898699314,13.67205677533183,0.4850299401197604
SAC,RL,6.0,friction,step_load_disturbance,12.655510752481472,829.696808282324,0.5301624844126707,152.38425277367045,14.796164031029043,0.4930139720558882
SAC,RL,6.0,friction,ramp,0.293450240492029,0.2026400927108329,0.9278454856898009,73.34084817530166,12.071680923461878,0.0
SAC,RL,6.0,friction,sine,15.875720147713016,1196.1446155035603,0.9977072930879132,163.77800111785956,15.95251000055697,0.4930139720558882
SAC,RL,6.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,saturation,ramp,2.5730612211958865,16.039187148487308,9.233738462342032,268.4729172797674,23.01720913124076,0.8343313373253493
SAC,RL,6.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,23.976,0.998003992015968
SAC,RL,6.0,combined_stress,ramp,5.352626486882826,74.04156183873718,21.02778611563548,277.735120663838,23.464574392318685,0.9181636726546906
SAC,RL,6.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,nominal,step_nominal,12.369914036818582,811.421757709776,0.9051066852411652,142.1499737557389,13.296203611612668,0.4750499001996008
SAC,RL,7.0,nominal,step_load_disturbance,12.33119674115011,811.7902220398396,0.6204511362433607,148.1954468910314,14.350240464687658,0.4830339321357285
SAC,RL,7.0,nominal,ramp,0.2985318831490918,0.2253775289941449,0.405757870903912,69.01892369437978,11.698974664688066,0.0
SAC,RL,7.0,nominal,sine,15.67701211692034,1171.6930540487217,0.8572189942492372,160.56497231695363,15.639612357370826,0.4850299401197604
SAC,RL,7.0,ra_plus_50,step_nominal,16.926615374133593,1108.8170673868583,0.9134254990765528,198.45107138767756,17.51175078201315,0.6706586826347305
SAC,RL,7.0,ra_plus_50,step_load_disturbance,17.260675049645823,1119.436839336854,0.5105762238478917,213.1387252092585,19.049828301429912,0.7085828343313373
SAC,RL,7.0,ra_plus_50,ramp,0.6404302272159057,0.8797598642036143,1.0569356928186124,140.97301560235698,16.707692934036196,0.0
SAC,RL,7.0,ra_plus_50,sine,19.681010630314734,1545.9173647055534,1.625854273774209,201.1322094833375,18.315410074711032,0.5988023952095808
SAC,RL,7.0,j_plus_50,step_nominal,18.38202335355344,1216.199329825385,0.9166637907990208,211.79575102102928,18.506022949934184,0.716566866267465
SAC,RL,7.0,j_plus_50,step_load_disturbance,18.693658613748013,1226.8271135601854,0.6430252492982191,222.4364312286012,19.55343169021621,0.7465069860279441
SAC,RL,7.0,j_plus_50,ramp,0.5737622444183411,0.6793196801417877,1.0286994546884074,140.89946526191184,16.715978595733592,0.0
SAC,RL,7.0,j_plus_50,sine,20.80909089635376,1666.225000601766,1.5755622926122896,207.41467075865305,18.666718660932208,0.6147704590818364
SAC,RL,7.0,friction,step_nominal,12.62269432543377,829.0868456790214,0.8513546012183184,145.93670983859164,13.742814249754286,0.4870259481037924
SAC,RL,7.0,friction,step_load_disturbance,12.59341211096624,829.636575055867,0.565943827950349,152.609900948242,14.79727760887176,0.4950099800399201
SAC,RL,7.0,friction,ramp,0.3190131089816003,0.2466497902486045,0.4555897305744167,74.3242507581844,12.14160461902614,0.0
SAC,RL,7.0,friction,sine,15.931462792098673,1196.2608716475677,0.9124510603891594,162.74122493551,15.756553660201176,0.4910179640718562
SAC,RL,7.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,saturation,ramp,2.8283072398032845,18.90902093178836,9.769868117935829,266.29486262760247,22.881241493225,0.8323353293413174
SAC,RL,7.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,23.976,0.998003992015968
SAC,RL,7.0,combined_stress,ramp,5.573042312272237,78.98242884636562,21.473751108587905,275.261970261415,23.320794106483408,0.9141716566866268
SAC,RL,7.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,23.976,0.998003992015968
SAC,RL,8.0,nominal,step_nominal,12.374513310366494,811.421917618192,0.7979364454061368,141.9379573206725,13.285353640079848,0.4770459081836327
SAC,RL,8.0,nominal,step_load_disturbance,12.32385075030916,811.7817340238014,0.4384408066258629,147.75123402396574,14.330703990459757,0.4830339321357285
SAC,RL,8.0,nominal,ramp,0.4616085358345376,0.4793367342995807,0.3824046676879931,69.12093639894186,11.670310826390937,0.0
SAC,RL,8.0,nominal,sine,15.646188731136036,1171.6452105121543,0.7220639009500189,160.9837064900661,15.69872024758187,0.4850299401197604
SAC,RL,8.0,ra_plus_50,step_nominal,16.908799711748824,1108.7901668445668,0.7658471305835519,197.9426143492768,17.48769658899328,0.6706586826347305
SAC,RL,8.0,ra_plus_50,step_load_disturbance,17.24092780380484,1119.4254572458783,0.2635524463767353,212.38379197963053,19.010073863029643,0.7065868263473054
